"","RouteIdentifier","survey_year","CollectorNumber","nstop","latitude","longitude","StateProvince","bcr"
"844","NB075",2014,1079011,10,46.36808,-65.497643,"NB",14
"845","NB076",2003,1077253,10,46.018532,-65.710899,"NB",14
"846","NB068",2003,1074800,9,45.764889,-64.489998,"NB",14
"847","NB085",2001,1077263,10,47.677151,-65.395126,"NB",14
"848","NB092",2009,1077318,10,46.76819,-65.01597,"NB",14
"849","NB085",2005,1077263,10,47.677151,-65.395126,"NB",14
"850","NB069",2013,1013890,10,45.99474,-64.298698,"NB",14
"851","NB077",2002,1074807,10,47.39784,-65.62006,"NB",14
"852","NB078",2002,1074814,10,45.86451,-66.618958,"NB",14
"853","NB078",2015,1074876,10,45.86451,-66.618958,"NB",14
"854","NB085",2010,1077263,10,47.677151,-65.395126,"NB",14
"855","NB069",2015,1013890,7,45.99474,-64.298698,"NB",14
"856","NB069",2001,1013890,10,45.99474,-64.298698,"NB",14
"857","NB070",2006,1030030,10,46.170448,-64.42466,"NB",14
"858","NB070",2012,1043244,10,46.170448,-64.42466,"NB",14
"859","NB070",2013,1043244,10,46.170448,-64.42466,"NB",14
"860","NB096",2010,1030122,10,47.223049,-67.615608,"NB",14
"861","NB086",2001,1077257,10,47.71151,-64.852783,"NB",14
"862","NB086",2007,1077257,10,47.71151,-64.852783,"NB",14
"863","NB069",2009,1013890,10,45.99474,-64.298698,"NB",14
"864","NB079",2002,1074845,10,46.315281,-67.599113,"NB",14
"865","NB096",2012,1030122,10,47.223049,-67.615608,"NB",14
"866","NB080",2016,1051847,10,45.77499,-66.089348,"NB",14
"867","NB079",2001,1074817,10,46.315281,-67.599113,"NB",14
"868","NB096",2009,1030122,9,47.223049,-67.615608,"NB",14
"869","NB096",2007,1030122,9,47.223049,-67.615608,"NB",14
"870","NB080",2007,1051847,10,45.77499,-66.089348,"NB",14
"871","NB087",2003,1077311,10,46.70358,-67.75795,"NB",14
"872","NB096",2003,1077288,10,47.223049,-67.615608,"NB",14
"873","NB080",2005,1051847,10,45.77499,-66.089348,"NB",14
"874","NB087",2011,1081641,6,46.70358,-67.75795,"NB",14
"875","NB071",2010,1051845,10,47.68819,-67.799957,"NB",14
"876","NB088",2009,1067861,8,45.75667,-66.20631,"NB",14
"877","NB098",2005,1081632,10,46.462452,-66.796974,"NB",14
"878","NB089",2008,1067861,10,45.750259,-66.407677,"NB",14
"879","NB080",2010,1051847,10,45.77499,-66.089348,"NB",14
"880","NB071",2002,1051845,10,47.68819,-67.799957,"NB",14
"881","NB081",2013,1074779,10,45.788891,-65.496498,"NB",14
"882","NB080",2002,1051847,7,45.77499,-66.089348,"NB",14
"883","NB072",2008,1030122,10,47.793999,-68.163551,"NB",14
"884","NB080",2009,1051847,10,45.77499,-66.089348,"NB",14
"885","NB081",2012,1074870,10,45.788891,-65.496498,"NB",14
"886","NB081",2001,1077270,10,45.788891,-65.496498,"NB",14
"887","NB081",2005,1077270,10,45.788891,-65.496498,"NB",14
"888","NB073",2009,1030070,10,47.140171,-66.10675,"NB",14
"889","NB073",2004,1030070,10,47.140171,-66.10675,"NB",14
"890","NB071",2007,1051845,10,47.68819,-67.799957,"NB",14
"891","NB073",2006,1030070,10,47.140171,-66.10675,"NB",14
"892","NB082",2001,1074777,10,45.88906,-64.6543,"NB",14
"893","NB073",2015,1030070,10,47.140171,-66.10675,"NB",14
"894","NB083",2010,1030122,10,47.32552,-67.696198,"NB",14
"895","NB082",2009,1030137,9,45.88906,-64.6543,"NB",14
"896","NB071",2004,1051845,10,47.68819,-67.799957,"NB",14
"897","NB082",2005,1074777,10,45.88906,-64.6543,"NB",14
"898","NB090",2014,1067861,8,45.61082,-66.14313,"NB",14
"899","NB073",2012,1030070,10,47.140171,-66.10675,"NB",14
"900","NB082",2003,1074777,10,45.88906,-64.6543,"NB",14
"901","NB073",2008,1030070,10,47.140171,-66.10675,"NB",14
"902","NB082",2002,1074777,10,45.88906,-64.6543,"NB",14
"903","NB083",2012,1030122,10,47.32552,-67.696198,"NB",14
"904","NB083",2003,1074822,10,47.32552,-67.696198,"NB",14
"905","NB101",2011,1051811,10,47.566559,-66.788422,"NB",14
"906","NB072",2012,1030122,10,47.793999,-68.163551,"NB",14
"907","NB101",2005,1051811,10,47.566559,-66.788422,"NB",14
"908","NB091",2006,1077308,10,45.5615,-65.00483,"NB",14
"909","NB074",2002,1074804,10,45.37486,-66.71306,"NB",14
"910","NB083",2002,1074822,10,47.32552,-67.696198,"NB",14
"911","NB075",2010,1030092,10,46.36808,-65.497643,"NB",14
"912","NB092",2003,1051836,10,46.76819,-65.01597,"NB",14
"913","NB084",2007,1077274,8,46.642231,-64.957657,"NB",14
"914","NB075",2001,1074824,10,46.36808,-65.497643,"NB",14
"915","NB094",2004,1030122,10,47.494469,-68.010223,"NB",14
"916","NB075",2003,1074824,10,46.36808,-65.497643,"NB",14
"917","NB075",2004,1074824,10,46.36808,-65.497643,"NB",14
"918","NB084",2010,1081636,10,46.642231,-64.957657,"NB",14
"919","NB094",2002,1030122,10,47.494469,-68.010223,"NB",14
"920","NB094",2014,1030122,10,47.494469,-68.010223,"NB",14
"921","NB073",2003,1030070,10,47.140171,-66.10675,"NB",14
"922","NB104",2015,1044071,10,46.13641,-66.297539,"NB",14
"923","NB074",2001,1074804,10,45.37486,-66.71306,"NB",14
"924","NB104",2014,1044071,10,46.13641,-66.297539,"NB",14
"925","NB104",2013,1044071,10,46.13641,-66.297539,"NB",14
"926","NB085",2014,1077263,10,47.677151,-65.395126,"NB",14
"927","NB075",2013,1030092,10,46.36808,-65.497643,"NB",14
"928","NB105",2008,1030089,10,45.5789,-65.3004,"NB",14
"929","NB096",2004,1030122,10,47.223049,-67.615608,"NB",14
"930","NB085",2013,1077263,10,47.677151,-65.395126,"NB",14
"931","NB075",2007,1030092,10,46.36808,-65.497643,"NB",14
"932","NB085",2015,1077263,10,47.677151,-65.395126,"NB",14
"933","NB109",2010,1068003,10,45.88919,-67.51411,"NB",14
"934","NB099",2010,1030030,10,46.54771,-66.52418,"NB",14
"935","NB085",2008,1077263,10,47.677151,-65.395126,"NB",14
"936","NB076",2010,1030030,9,46.018532,-65.710899,"NB",14
"937","NB088",2006,1067861,10,45.75667,-66.20631,"NB",14
"938","NB088",2008,1067861,10,45.75667,-66.20631,"NB",14
"939","NB099",2004,1077255,10,46.54771,-66.52418,"NB",14
"940","NB076",2002,1074781,10,46.018532,-65.710899,"NB",14
"941","NB110",2003,1051827,10,45.250099,-67.157402,"NB",14
"942","NB086",2015,1074868,10,47.71151,-64.852783,"NB",14
"943","NB088",2007,1077313,10,45.75667,-66.20631,"NB",14
"944","NB101",2003,1051811,10,47.566559,-66.788422,"NB",14
"945","NB076",2005,1077253,10,46.018532,-65.710899,"NB",14
"946","NB086",2005,1077257,10,47.71151,-64.852783,"NB",14
"947","NB086",2003,1077257,10,47.71151,-64.852783,"NB",14
"948","NB110",2011,1051827,9,45.250099,-67.157402,"NB",14
"949","NB078",2010,1030030,10,45.86451,-66.618958,"NB",14
"950","NB110",2014,1051827,9,45.250099,-67.157402,"NB",14
"951","NB087",2010,1081641,10,46.70358,-67.75795,"NB",14
"952","NB091",2001,1074826,10,45.5615,-65.00483,"NB",14
"953","NB077",2001,1074807,10,47.39784,-65.62006,"NB",14
"954","NB102",2008,1051811,10,47.62822,-66.41906,"NB",14
"955","NB078",2012,1032177,10,45.86451,-66.618958,"NB",14
"956","NB078",2004,1074814,8,45.86451,-66.618958,"NB",14
"957","NB091",2007,1077308,10,45.5615,-65.00483,"NB",14
"958","NB112",2008,1067861,10,45.83202,-66.37835,"NB",14
"959","NB092",2007,1051836,10,46.76819,-65.01597,"NB",14
"960","NB113",2005,1051849,10,45.590519,-65.448608,"NB",14
"961","NB103",2003,1013845,10,46.5956,-66.191589,"NB",14
"962","NB079",2016,1051810,10,46.315281,-67.599113,"NB",14
"963","NB103",2008,1030137,10,46.5956,-66.191589,"NB",14
"964","NB079",2015,1051810,10,46.315281,-67.599113,"NB",14
"965","NB094",2010,1030122,10,47.494469,-68.010223,"NB",14
"966","NB078",2016,1074879,7,45.86451,-66.618958,"NB",14
"967","NB104",2006,1013845,10,46.13641,-66.297539,"NB",14
"968","NB094",2007,1030122,10,47.494469,-68.010223,"NB",14
"969","NB094",2008,1030122,10,47.494469,-68.010223,"NB",14
"970","NB094",2006,1030122,10,47.494469,-68.010223,"NB",14
"971","NB080",2006,1051847,10,45.77499,-66.089348,"NB",14
"972","NB080",2011,1051847,10,45.77499,-66.089348,"NB",14
"973","NB023",2019,1030368,10,46.197189,-66.927391,"NB",14
"974","NB080",2013,1051847,10,45.77499,-66.089348,"NB",14
"975","NB105",2005,1030089,10,45.5789,-65.3004,"NB",14
"976","NB089",2006,1067861,10,45.750259,-66.407677,"NB",14
"977","NB096",2015,1030122,10,47.223049,-67.615608,"NB",14
"978","NB080",2003,1051847,10,45.77499,-66.089348,"NB",14
"979","NB105",2004,1030089,10,45.5789,-65.3004,"NB",14
"980","NB109",2012,1068003,10,45.88919,-67.51411,"NB",14
"981","NB081",2007,1077270,10,45.788891,-65.496498,"NB",14
"982","NB081",2006,1077270,9,45.788891,-65.496498,"NB",14
"983","NB096",2002,1077288,10,47.223049,-67.615608,"NB",14
"984","NB097",2004,1074836,10,46.761608,-67.4328,"NB",14
"985","NB091",2005,1077308,10,45.5615,-65.00483,"NB",14
"986","NB110",2005,1051827,9,45.250099,-67.157402,"NB",14
"987","NB081",2002,1077270,10,45.788891,-65.496498,"NB",14
"988","NB099",2015,1044182,9,46.54771,-66.52418,"NB",14
"989","NB099",2002,1077255,9,46.54771,-66.52418,"NB",14
"990","NB112",2009,1067861,10,45.83202,-66.37835,"NB",14
"991","NB082",2013,1051848,10,45.88906,-64.6543,"NB",14
"992","NB083",2009,1030122,10,47.32552,-67.696198,"NB",14
"993","NB099",2005,1077255,10,46.54771,-66.52418,"NB",14
"994","NB099",2003,1077255,9,46.54771,-66.52418,"NB",14
"995","NB092",2006,1051836,10,46.76819,-65.01597,"NB",14
"996","NB092",2005,1051836,10,46.76819,-65.01597,"NB",14
"997","NB101",2016,1051811,8,47.566559,-66.788422,"NB",14
"998","NB101",2009,1051811,10,47.566559,-66.788422,"NB",14
"999","NB113",2011,1051849,10,45.590519,-65.448608,"NB",14
"1000","NB092",2004,1051836,10,46.76819,-65.01597,"NB",14
"1001","NB101",2008,1051811,10,47.566559,-66.788422,"NB",14
"1002","NB113",2008,1051849,10,45.590519,-65.448608,"NB",14
"1003","NB113",2014,1051849,10,45.590519,-65.448608,"NB",14
"1004","NB083",2007,1077288,10,47.32552,-67.696198,"NB",14
"1005","NB101",2013,1051811,10,47.566559,-66.788422,"NB",14
"1006","NB083",2008,1077288,10,47.32552,-67.696198,"NB",14
"1007","NB083",2006,1077288,10,47.32552,-67.696198,"NB",14
"1008","NB083",2005,1077288,10,47.32552,-67.696198,"NB",14
"1009","NB036",2019,1051832,10,46.868752,-66.026222,"NB",14
"1010","NB083",2004,1077288,10,47.32552,-67.696198,"NB",14
"1011","NB010",2019,1074836,10,47.144939,-67.242104,"NB",14
"1012","NB102",2016,1051811,10,47.62822,-66.41906,"NB",14
"1013","NB084",2016,1074880,9,46.642231,-64.957657,"NB",14
"1014","NB102",2004,1051811,10,47.62822,-66.41906,"NB",14
"1015","NB084",2003,1077274,9,46.642231,-64.957657,"NB",14
"1016","NB084",2004,1077274,9,46.642231,-64.957657,"NB",14
"1017","NB085",2012,1077263,10,47.677151,-65.395126,"NB",14
"1018","NB104",2012,1044071,10,46.13641,-66.297539,"NB",14
"1019","NB105",2009,1030089,10,45.5789,-65.3004,"NB",14
"1020","NB085",2002,1077263,9,47.677151,-65.395126,"NB",14
"1021","NB098",2004,1081632,10,46.462452,-66.796974,"NB",14
"1022","NB085",2003,1077263,10,47.677151,-65.395126,"NB",14
"1023","NB086",2010,1077256,10,47.71151,-64.852783,"NB",14
"1024","NB086",2009,1077256,10,47.71151,-64.852783,"NB",14
"1025","NB101",2006,1051811,10,47.566559,-66.788422,"NB",14
"1026","NB102",2012,1051811,10,47.62822,-66.41906,"NB",14
"1027","NB102",2006,1051811,10,47.62822,-66.41906,"NB",14
"1028","NB102",2005,1051811,10,47.62822,-66.41906,"NB",14
"1029","NB102",2013,1051811,10,47.62822,-66.41906,"NB",14
"1030","NB102",2003,1051811,10,47.62822,-66.41906,"NB",14
"1031","NB088",2001,1074802,10,45.75667,-66.20631,"NB",14
"1032","NB103",2009,1030137,10,46.5956,-66.191589,"NB",14
"1033","NB104",2004,1013845,10,46.13641,-66.297539,"NB",14
"1034","NB110",2002,1051827,10,45.250099,-67.157402,"NB",14
"1035","NB110",2012,1051827,10,45.250099,-67.157402,"NB",14
"1036","NB089",2007,1077313,10,45.750259,-66.407677,"NB",14
"1037","NB090",2002,1067861,10,45.61082,-66.14313,"NB",14
"1038","NB107",2002,1074881,10,47.16907,-65.8611,"NB",14
"1039","NB108",2003,1051817,10,46.681301,-67.173103,"NB",14
"1040","NB109",2008,1068003,10,45.88919,-67.51411,"NB",14
"1041","NB112",2003,1077259,10,45.83202,-66.37835,"NB",14
"1042","NB091",2010,1077308,10,45.5615,-65.00483,"NB",14
"1043","NB091",2009,1077308,10,45.5615,-65.00483,"NB",14
"1044","NB113",2009,1051849,10,45.590519,-65.448608,"NB",14
"1045","NB113",2012,1051849,10,45.590519,-65.448608,"NB",14
"1046","NB110",2004,1051827,10,45.250099,-67.157402,"NB",14
"1047","NB090",2001,1074802,10,45.61082,-66.14313,"NB",14
"1048","NB092",2001,1074778,10,46.76819,-65.01597,"NB",14
"1049","NB092",2008,1077318,10,46.76819,-65.01597,"NB",14
"1050","NB110",2013,1051827,9,45.250099,-67.157402,"NB",14
"1051","NB063",2019,1074880,10,46.535622,-64.734291,"NB",14
"1052","NB110",2015,1051827,9,45.250099,-67.157402,"NB",14
"1053","NB084",2019,1074880,7,46.642231,-64.957657,"NB",14
"1054","NB056",2019,1077272,10,45.268333,-65.73333,"NB",14
"1055","NB094",2015,1030122,10,47.494469,-68.010223,"NB",14
"1056","NB094",2012,1030122,10,47.494469,-68.010223,"NB",14
"1057","NB112",2004,1077259,10,45.83202,-66.37835,"NB",14
"1058","NB112",2006,1077259,10,45.83202,-66.37835,"NB",14
"1059","NB080",2019,1051847,10,45.77499,-66.089348,"NB",14
"1060","NB094",2005,1030122,10,47.494469,-68.010223,"NB",14
"1061","NB102",2019,1051811,10,47.62822,-66.41906,"NB",14
"1062","NB101",2019,1051811,10,47.566559,-66.788422,"NB",14
"1063","NB043",2019,1051811,9,47.945751,-66.409889,"NB",14
"1064","NB092",2011,1077318,10,46.76819,-65.01597,"NB",14
"1065","NB094",2003,1030122,10,47.494469,-68.010223,"NB",14
"1066","NB113",2015,1051849,10,45.590519,-65.448608,"NB",14
"1067","NB096",2014,1030122,10,47.223049,-67.615608,"NB",14
"1068","NB097",2019,1081919,9,46.761608,-67.4328,"NB",14
"1069","NB001",2019,1054918,10,45.449188,-67.441971,"NB",14
"1070","NB086",2019,1074868,10,47.71151,-64.852783,"NB",14
"1071","NB096",2008,1030122,10,47.223049,-67.615608,"NB",14
"1072","NB096",2006,1030122,10,47.223049,-67.615608,"NB",14
"1073","NB096",2005,1030122,10,47.223049,-67.615608,"NB",14
"1074","NB097",2002,1074836,10,46.761608,-67.4328,"NB",14
"1075","NB098",2002,1074797,10,46.462452,-66.796974,"NB",14
"1076","NB097",2005,1077311,10,46.761608,-67.4328,"NB",14
"1077","NB081",2019,1079009,10,45.788891,-65.496498,"NB",14
"1078","NB101",2012,1051811,10,47.566559,-66.788422,"NB",14
"1079","NB099",2006,1077255,9,46.54771,-66.52418,"NB",14
"1080","NB101",2007,1051811,10,47.566559,-66.788422,"NB",14
"1081","NB101",2004,1051811,10,47.566559,-66.788422,"NB",14
"1082","NB102",2015,1051811,10,47.62822,-66.41906,"NB",14
"1083","NB104",2005,1013845,10,46.13641,-66.297539,"NB",14
"1084","NB104",2016,1044071,10,46.13641,-66.297539,"NB",14
"1085","NB103",2002,1013845,10,46.5956,-66.191589,"NB",14
"1086","NB103",2011,1030137,9,46.5956,-66.191589,"NB",14
"1087","NB105",2016,1030089,10,45.5789,-65.3004,"NB",14
"1088","NB105",2006,1030089,10,45.5789,-65.3004,"NB",14
"1089","NB109",2009,1068003,9,45.88919,-67.51411,"NB",14
"1090","NB109",2003,1074786,10,45.88919,-67.51411,"NB",14
"1091","NB108",2005,1051817,10,46.681301,-67.173103,"NB",14
"1092","NB110",2006,1051827,10,45.250099,-67.157402,"NB",14
"1093","NB108",2002,1051817,10,46.681301,-67.173103,"NB",14
"1094","NB110",2007,1051827,10,45.250099,-67.157402,"NB",14
"1095","NB110",2008,1051827,9,45.250099,-67.157402,"NB",14
"1096","NB109",2007,1068003,9,45.88919,-67.51411,"NB",14
"1097","NB109",2006,1068003,10,45.88919,-67.51411,"NB",14
"1098","NB109",2002,1074786,10,45.88919,-67.51411,"NB",14
"1099","NB110",2010,1051827,10,45.250099,-67.157402,"NB",14
"1100","NB110",2016,1051827,9,45.250099,-67.157402,"NB",14
"1101","NB112",2007,1077313,10,45.83202,-66.37835,"NB",14
"1102","NB113",2007,1051849,10,45.590519,-65.448608,"NB",14
"1103","NB113",2013,1051849,10,45.590519,-65.448608,"NB",14
"1104","NB110",2009,1051827,10,45.250099,-67.157402,"NB",14
"1105","NB112",2014,1067861,10,45.83202,-66.37835,"NB",14
"1106","NB113",2010,1051849,9,45.590519,-65.448608,"NB",14
"1107","NB027",2019,1051826,10,45.437832,-66.781418,"NB",14
"1108","NB008",2019,1074874,10,46.51086,-67.346329,"NB",14
"1109","NB075",2019,1079011,10,46.36808,-65.497643,"NB",14
"1110","NB113",2019,1030060,10,45.590519,-65.448608,"NB",14
"1111","NB086",2018,1074868,10,47.71151,-64.852783,"NB",14
