"","RouteIdentifier","survey_year","CollectorNumber","nstop","latitude","longitude","StateProvince","bcr"
"94","NB039",2019,1032147,10,47.392651,-66.396172,"NB",14
"95","NB046",2018,1030405,10,47.003391,-65.729599,"NB",14
"96","NB062",2019,1053423,8,46.18676,-64.690002,"NB",14
"97","NB030",2019,1051830,10,45.502789,-66.049187,"NB",14
"98","NB036",2018,1051832,10,46.868752,-66.026222,"NB",14
"99","NB054",2018,1030073,10,45.635021,-65.799431,"NB",14
"100","NB007",2001,1074776,10,46.69809,-67.55376,"NB",14
"101","NB043",2018,1077268,10,47.945751,-66.409889,"NB",14
"102","NB001",2005,1030403,10,45.449188,-67.441971,"NB",14
"103","NB001",2006,1030403,10,45.449188,-67.441971,"NB",14
"104","NB038",2018,1030372,10,47.00177,-66.272743,"NB",14
"105","NB001",2013,1032146,10,45.449188,-67.441971,"NB",14
"106","NB031",2018,1051830,10,45.433811,-66.235718,"NB",14
"107","NB002",2001,1051827,10,45.428169,-67.25354,"NB",14
"108","NB002",2016,1074873,10,45.428169,-67.25354,"NB",14
"109","NB001",2018,1054918,10,45.449188,-67.441971,"NB",14
"110","NB010",2010,1030030,7,47.144939,-67.242104,"NB",14
"111","NB002",2011,1077261,9,45.428169,-67.25354,"NB",14
"112","NB002",2009,1077261,10,45.428169,-67.25354,"NB",14
"113","NB054",2019,1081148,10,45.786369,-65.884422,"NB",14
"114","NB026",2019,1079129,10,45.750542,-66.915161,"NB",14
"115","NB061",2018,1030081,10,46.124191,-64.967979,"NB",14
"116","NB002",2015,1077269,10,45.428169,-67.25354,"NB",14
"117","NB003",2007,1077307,10,45.76347,-67.470863,"NB",14
"118","NB030",2018,1051830,10,45.502789,-66.049187,"NB",14
"119","NB003",2005,1077307,10,45.76347,-67.470863,"NB",14
"120","NB113",2018,1030060,10,45.590519,-65.448608,"NB",14
"121","NB011",2002,1051811,10,47.50341,-67.254967,"NB",14
"122","NB083",2018,1030122,10,47.32552,-67.696198,"NB",14
"123","NB085",2018,1077263,10,47.677151,-65.395126,"NB",14
"124","NB009",2019,1030122,10,47.131859,-67.702629,"NB",14
"125","NB004",2001,1030390,10,45.621239,-67.429367,"NB",14
"126","NB017",2019,1030056,10,47.50716,-66.730118,"NB",14
"127","NB004",2009,1030390,10,45.621239,-67.429367,"NB",14
"128","NB013",2003,1030122,9,47.586948,-68.234589,"NB",14
"129","NB004",2013,1030390,6,45.621239,-67.429367,"NB",14
"130","NB004",2002,1030390,10,45.621239,-67.429367,"NB",14
"131","NB013",2006,1030122,9,47.586948,-68.234589,"NB",14
"132","NB004",2007,1030390,10,45.621239,-67.429367,"NB",14
"133","NB014",2002,1074823,9,47.41787,-68.416763,"NB",14
"134","NB013",2019,1081262,10,47.586948,-68.234589,"NB",14
"135","NB033",2019,1081240,8,45.94017,-66.153267,"NB",14
"136","NB006",2019,1078366,10,46.258041,-67.262787,"NB",14
"137","NB068",2019,1051843,7,45.764889,-64.489998,"NB",14
"138","NB005",2005,1075571,10,46.264137,-67.447609,"NB",14
"139","NB005",2001,1075571,10,46.264137,-67.447609,"NB",14
"140","NB006",2001,1074819,10,46.258041,-67.262787,"NB",14
"141","NB001",2007,1030403,10,45.449188,-67.441971,"NB",14
"142","NB061",2019,1032461,10,46.124191,-64.967979,"NB",14
"143","NB017",2014,1030056,9,47.50716,-66.730118,"NB",14
"144","NB001",2012,1032146,10,45.449188,-67.441971,"NB",14
"145","NB038",2019,1030372,10,47.00177,-66.272743,"NB",14
"146","NB029",2019,1081392,9,44.795071,-66.784279,"NB",14
"147","NB096",2019,1030122,10,47.223049,-67.615608,"NB",14
"148","NB069",2019,1030051,10,45.99474,-64.298698,"NB",14
"149","NB019",2002,1074806,10,46.93119,-66.47092,"NB",14
"150","NB006",2007,1075571,10,46.258041,-67.262787,"NB",14
"151","NB001",2010,1030403,10,45.449188,-67.441971,"NB",14
"152","NB001",2002,1030403,10,45.449188,-67.441971,"NB",14
"153","NB008",2012,1074897,10,46.51086,-67.346329,"NB",14
"154","NB003",2002,1074861,10,45.76347,-67.470863,"NB",14
"155","NB001",2011,1030403,10,45.449188,-67.441971,"NB",14
"156","NB001",2008,1030403,10,45.449188,-67.441971,"NB",14
"157","NB020",2008,1051817,9,46.72016,-66.83403,"NB",14
"158","NB004",2008,1030390,10,45.621239,-67.429367,"NB",14
"159","NB004",2015,1030390,10,45.621239,-67.429367,"NB",14
"160","NB008",2003,1077285,8,46.51086,-67.346329,"NB",14
"161","NB009",2002,1030122,10,47.131859,-67.702629,"NB",14
"162","NB004",2014,1030390,10,45.621239,-67.429367,"NB",14
"163","NB009",2008,1030122,10,47.131859,-67.702629,"NB",14
"164","NB006",2003,1075571,10,46.258041,-67.262787,"NB",14
"165","NB021",2003,1051818,10,46.838322,-66.675423,"NB",14
"166","NB006",2004,1075571,10,46.258041,-67.262787,"NB",14
"167","NB006",2005,1075571,10,46.258041,-67.262787,"NB",14
"168","NB021",2008,1051818,10,46.838322,-66.675423,"NB",14
"169","NB006",2009,1075571,10,46.258041,-67.262787,"NB",14
"170","NB002",2003,1077261,10,45.428169,-67.25354,"NB",14
"171","NB002",2013,1077261,10,45.428169,-67.25354,"NB",14
"172","NB007",2006,1077302,10,46.69809,-67.55376,"NB",14
"173","NB022",2003,1030387,10,46.21464,-66.76923,"NB",14
"174","NB009",2015,1030122,10,47.131859,-67.702629,"NB",14
"175","NB004",2010,1030390,10,45.621239,-67.429367,"NB",14
"176","NB004",2004,1030390,10,45.621239,-67.429367,"NB",14
"177","NB005",2011,1075571,10,46.264137,-67.447609,"NB",14
"178","NB023",2016,1030368,10,46.197189,-66.927391,"NB",14
"179","NB009",2005,1030122,10,47.131859,-67.702629,"NB",14
"180","NB005",2010,1075571,10,46.264137,-67.447609,"NB",14
"181","NB003",2013,1074890,10,45.76347,-67.470863,"NB",14
"182","NB023",2015,1030368,10,46.197189,-66.927391,"NB",14
"183","NB010",2004,1074836,10,47.144939,-67.242104,"NB",14
"184","NB009",2009,1030122,10,47.131859,-67.702629,"NB",14
"185","NB004",2005,1030390,10,45.621239,-67.429367,"NB",14
"186","NB023",2008,1030368,10,46.197189,-66.927391,"NB",14
"187","NB009",2014,1030122,10,47.131859,-67.702629,"NB",14
"188","NB011",2009,1051811,10,47.50341,-67.254967,"NB",14
"189","NB011",2004,1051811,10,47.50341,-67.254967,"NB",14
"190","NB005",2006,1075571,10,46.264137,-67.447609,"NB",14
"191","NB005",2002,1075571,10,46.264137,-67.447609,"NB",14
"192","NB005",2004,1075571,10,46.264137,-67.447609,"NB",14
"193","NB011",2007,1051811,10,47.50341,-67.254967,"NB",14
"194","NB004",2011,1030390,10,45.621239,-67.429367,"NB",14
"195","NB004",2016,1030390,10,45.621239,-67.429367,"NB",14
"196","NB006",2016,1074874,10,46.258041,-67.262787,"NB",14
"197","NB024",2006,1051822,10,45.78561,-67.160294,"NB",14
"198","NB011",2006,1051811,10,47.50341,-67.254967,"NB",14
"199","NB011",2012,1051811,10,47.50341,-67.254967,"NB",14
"200","NB011",2011,1051811,10,47.50341,-67.254967,"NB",14
"201","NB025",2014,1030464,10,45.653751,-66.74337,"NB",14
"202","NB011",2016,1051811,7,47.50341,-67.254967,"NB",14
"203","NB006",2013,1074898,10,46.258041,-67.262787,"NB",14
"204","NB006",2011,1075571,10,46.258041,-67.262787,"NB",14
"205","NB013",2005,1030122,7,47.586948,-68.234589,"NB",14
"206","NB005",2009,1075571,10,46.264137,-67.447609,"NB",14
"207","NB006",2010,1075571,10,46.258041,-67.262787,"NB",14
"208","NB011",2003,1051811,10,47.50341,-67.254967,"NB",14
"209","NB014",2004,1030122,8,47.41787,-68.416763,"NB",14
"210","NB012",2004,1030122,10,47.598701,-67.344032,"NB",14
"211","NB013",2011,1030122,10,47.586948,-68.234589,"NB",14
"212","NB015",2006,1077271,10,47.99182,-66.85054,"NB",14
"213","NB013",2009,1030122,10,47.586948,-68.234589,"NB",14
"214","NB007",2002,1074776,10,46.69809,-67.55376,"NB",14
"215","NB014",2003,1030122,10,47.41787,-68.416763,"NB",14
"216","NB015",2010,1077271,10,47.99182,-66.85054,"NB",14
"217","NB008",2010,1077285,10,46.51086,-67.346329,"NB",14
"218","NB008",2001,1077285,9,46.51086,-67.346329,"NB",14
"219","NB008",2009,1077285,9,46.51086,-67.346329,"NB",14
"220","NB015",2007,1077271,10,47.99182,-66.85054,"NB",14
"221","NB008",2007,1077285,9,46.51086,-67.346329,"NB",14
"222","NB016",2005,1051811,10,47.488911,-66.999687,"NB",14
"223","NB007",2003,1074776,10,46.69809,-67.55376,"NB",14
"224","NB017",2011,1030056,10,47.50716,-66.730118,"NB",14
"225","NB009",2003,1030122,10,47.131859,-67.702629,"NB",14
"226","NB009",2006,1030122,10,47.131859,-67.702629,"NB",14
"227","NB015",2016,1077271,7,47.99182,-66.85054,"NB",14
"228","NB009",2011,1030122,10,47.131859,-67.702629,"NB",14
"229","NB008",2002,1077285,10,46.51086,-67.346329,"NB",14
"230","NB008",2006,1077285,9,46.51086,-67.346329,"NB",14
"231","NB008",2005,1077285,10,46.51086,-67.346329,"NB",14
"232","NB009",2010,1030122,10,47.131859,-67.702629,"NB",14
"233","NB016",2001,1077273,10,47.488911,-66.999687,"NB",14
"234","NB017",2012,1030056,9,47.50716,-66.730118,"NB",14
"235","NB025",2006,1030464,10,45.653751,-66.74337,"NB",14
"236","NB018",2004,1051817,10,46.977695,-66.818703,"NB",14
"237","NB010",2001,1074815,10,47.144939,-67.242104,"NB",14
"238","NB026",2010,1030642,10,45.750542,-66.915161,"NB",14
"239","NB026",2009,1030642,10,45.750542,-66.915161,"NB",14
"240","NB018",2001,1074816,10,46.977695,-66.818703,"NB",14
"241","NB026",2012,1074889,7,45.750542,-66.915161,"NB",14
"242","NB011",2008,1051811,10,47.50341,-67.254967,"NB",14
"243","NB018",2005,1051817,10,46.977695,-66.818703,"NB",14
"244","NB020",2010,1051817,9,46.72016,-66.83403,"NB",14
"245","NB020",2006,1051817,9,46.72016,-66.83403,"NB",14
"246","NB011",2001,1051811,10,47.50341,-67.254967,"NB",14
"247","NB027",2007,1051826,10,45.437832,-66.781418,"NB",14
"248","NB020",2004,1051817,9,46.72016,-66.83403,"NB",14
"249","NB009",2007,1030122,9,47.131859,-67.702629,"NB",14
"250","NB027",2014,1051826,10,45.437832,-66.781418,"NB",14
"251","NB013",2004,1030122,8,47.586948,-68.234589,"NB",14
"252","NB009",2012,1030122,10,47.131859,-67.702629,"NB",14
"253","NB028",2006,1051827,9,45.17017,-66.920609,"NB",14
"254","NB020",2003,1051817,9,46.72016,-66.83403,"NB",14
"255","NB014",2001,1074783,9,47.41787,-68.416763,"NB",14
"256","NB028",2005,1051827,10,45.17017,-66.920609,"NB",14
"257","NB011",2005,1051811,10,47.50341,-67.254967,"NB",14
"258","NB014",2005,1074863,8,47.4715,-68.209167,"NB",14
"259","NB028",2014,1051827,9,45.17017,-66.920609,"NB",14
"260","NB012",2002,1030122,10,47.598701,-67.344032,"NB",14
"261","NB012",2003,1030122,10,47.598701,-67.344032,"NB",14
"262","NB021",2006,1051818,10,46.838322,-66.675423,"NB",14
"263","NB021",2005,1051818,10,46.838322,-66.675423,"NB",14
"264","NB028",2003,1075308,10,45.17017,-66.920609,"NB",14
"265","NB021",2012,1051818,10,46.838322,-66.675423,"NB",14
"266","NB013",2002,1074835,9,47.586948,-68.234589,"NB",14
"267","NB016",2006,1051811,10,47.488911,-66.999687,"NB",14
"268","NB021",2010,1051818,10,46.838322,-66.675423,"NB",14
"269","NB022",2014,1032674,10,46.21464,-66.76923,"NB",14
"270","NB015",2001,1074808,10,47.99182,-66.85054,"NB",14
"271","NB023",2002,1030368,10,46.197189,-66.927391,"NB",14
"272","NB022",2008,1030387,10,46.21464,-66.76923,"NB",14
"273","NB022",2001,1030387,10,46.21464,-66.76923,"NB",14
"274","NB016",2013,1051811,9,47.488911,-66.999687,"NB",14
"275","NB023",2005,1030368,10,46.197189,-66.927391,"NB",14
"276","NB031",2002,1030067,10,45.433811,-66.235718,"NB",14
"277","NB018",2003,1051817,10,46.977695,-66.818703,"NB",14
"278","NB022",2011,1030387,10,46.21464,-66.76923,"NB",14
"279","NB031",2016,1051830,10,45.433811,-66.235718,"NB",14
"280","NB017",2015,1030056,10,47.50716,-66.730118,"NB",14
"281","NB023",2007,1030368,10,46.197189,-66.927391,"NB",14
"282","NB023",2009,1030368,10,46.197189,-66.927391,"NB",14
"283","NB022",2004,1030387,10,46.21464,-66.76923,"NB",14
"284","NB023",2001,1030368,10,46.197189,-66.927391,"NB",14
"285","NB031",2012,1051830,10,45.433811,-66.235718,"NB",14
"286","NB023",2011,1030368,7,46.197189,-66.927391,"NB",14
"287","NB024",2001,1051822,10,45.78561,-67.160294,"NB",14
"288","NB032",2007,1077269,9,45.733528,-66.174469,"NB",14
"289","NB017",2013,1030056,10,47.50716,-66.730118,"NB",14
"290","NB032",2010,1077269,10,45.733528,-66.174469,"NB",14
"291","NB020",2002,1074837,9,46.72016,-66.83403,"NB",14
"292","NB021",2001,1051818,10,46.838322,-66.675423,"NB",14
"293","NB019",2001,1074806,10,46.93119,-66.47092,"NB",14
"294","NB033",2013,1030374,10,45.94017,-66.153267,"NB",14
"295","NB021",2009,1051818,10,46.838322,-66.675423,"NB",14
"296","NB020",2009,1051817,9,46.72016,-66.83403,"NB",14
"297","NB033",2014,1030374,10,45.94017,-66.153267,"NB",14
"298","NB024",2007,1051822,9,45.78561,-67.160294,"NB",14
"299","NB020",2011,1051817,8,46.72016,-66.83403,"NB",14
"300","NB015",2002,1074808,10,47.99182,-66.85054,"NB",14
"301","NB015",2008,1077271,10,47.99182,-66.85054,"NB",14
"302","NB033",2012,1030374,10,45.94017,-66.153267,"NB",14
"303","NB015",2005,1077271,10,47.99182,-66.85054,"NB",14
"304","NB024",2010,1051822,10,45.78561,-67.160294,"NB",14
"305","NB024",2005,1051822,9,45.78561,-67.160294,"NB",14
"306","NB021",2007,1051818,10,46.838322,-66.675423,"NB",14
"307","NB024",2008,1051822,10,45.78561,-67.160294,"NB",14
"308","NB033",2006,1074911,10,45.94017,-66.153267,"NB",14
"309","NB016",2007,1051811,10,47.488911,-66.999687,"NB",14
"310","NB033",2008,1074911,10,45.94017,-66.153267,"NB",14
"311","NB022",2006,1030387,10,46.21464,-66.76923,"NB",14
"312","NB022",2002,1030387,10,46.21464,-66.76923,"NB",14
"313","NB017",2010,1030030,10,47.50716,-66.730118,"NB",14
"314","NB022",2005,1030387,10,46.21464,-66.76923,"NB",14
"315","NB022",2012,1030387,10,46.21464,-66.76923,"NB",14
"316","NB035",2006,1077266,9,46.480499,-66.05899,"NB",14
"317","NB035",2005,1077266,10,46.480499,-66.05899,"NB",14
"318","NB025",2010,1030464,10,45.653751,-66.74337,"NB",14
"319","NB017",2016,1030056,9,47.50716,-66.730118,"NB",14
"320","NB025",2016,1030464,10,45.653751,-66.74337,"NB",14
"321","NB023",2003,1030368,10,46.197189,-66.927391,"NB",14
"322","NB017",2001,1074795,10,47.50716,-66.730118,"NB",14
"323","NB023",2006,1030368,10,46.197189,-66.927391,"NB",14
"324","NB017",2004,1074795,10,47.50716,-66.730118,"NB",14
"325","NB017",2003,1074795,10,47.50716,-66.730118,"NB",14
"326","NB026",2006,1077301,10,45.750542,-66.915161,"NB",14
"327","NB027",2010,1051826,10,45.437832,-66.781418,"NB",14
"328","NB036",2003,1051832,10,46.868752,-66.026222,"NB",14
"329","NB027",2006,1051826,10,45.437832,-66.781418,"NB",14
"330","NB036",2010,1051832,10,46.868752,-66.026222,"NB",14
"331","NB027",2011,1051826,10,45.437832,-66.781418,"NB",14
"332","NB022",2010,1030387,10,46.21464,-66.76923,"NB",14
"333","NB020",2005,1051817,9,46.72016,-66.83403,"NB",14
"334","NB037",2012,1051818,10,46.82272,-66.113564,"NB",14
"335","NB028",2011,1051827,10,45.17017,-66.920609,"NB",14
"336","NB020",2013,1051817,9,46.72016,-66.83403,"NB",14
"337","NB020",2007,1051817,9,46.72016,-66.83403,"NB",14
"338","NB020",2001,1074799,9,46.72016,-66.83403,"NB",14
"339","NB028",2009,1051827,9,45.17017,-66.920609,"NB",14
"340","NB022",2013,1032674,10,46.21464,-66.76923,"NB",14
"341","NB037",2007,1051818,10,46.82272,-66.113564,"NB",14
"342","NB028",2015,1051827,9,45.17017,-66.920609,"NB",14
"343","NB028",2002,1075308,9,45.17017,-66.920609,"NB",14
"344","NB038",2009,1030372,10,47.00177,-66.272743,"NB",14
"345","NB024",2004,1051822,10,45.78561,-67.160294,"NB",14
"346","NB024",2002,1051822,9,45.78561,-67.160294,"NB",14
"347","NB022",2009,1030387,10,46.21464,-66.76923,"NB",14
"348","NB024",2003,1051822,9,45.78561,-67.160294,"NB",14
"349","NB029",2010,1081633,10,44.795071,-66.784279,"NB",14
"350","NB023",2014,1030368,10,46.197189,-66.927391,"NB",14
"351","NB030",2004,1077260,10,45.502789,-66.049187,"NB",14
"352","NB031",2006,1030067,10,45.433811,-66.235718,"NB",14
"353","NB031",2007,1030067,10,45.433811,-66.235718,"NB",14
"354","NB039",2005,1077258,10,47.392651,-66.396172,"NB",14
"355","NB025",2001,1030464,10,45.653751,-66.74337,"NB",14
"356","NB024",2012,1051822,9,45.78561,-67.160294,"NB",14
"357","NB031",2014,1051830,10,45.433811,-66.235718,"NB",14
"358","NB040",2005,1074803,10,47.58033,-65.95089,"NB",14
"359","NB040",2004,1074803,10,47.58033,-65.95089,"NB",14
"360","NB023",2004,1030368,10,46.197189,-66.927391,"NB",14
"361","NB032",2009,1077269,10,45.733528,-66.174469,"NB",14
"362","NB032",2006,1077269,10,45.733528,-66.174469,"NB",14
"363","NB041",2009,1030056,9,47.581829,-65.983437,"NB",14
"364","NB033",2011,1030374,10,45.94017,-66.153267,"NB",14
"365","NB023",2013,1030368,10,46.197189,-66.927391,"NB",14
"366","NB023",2012,1030368,7,46.197189,-66.927391,"NB",14
"367","NB041",2003,1030056,10,47.581829,-65.983437,"NB",14
"368","NB024",2009,1051822,9,45.78561,-67.160294,"NB",14
"369","NB023",2010,1030368,10,46.197189,-66.927391,"NB",14
"370","NB033",2010,1030374,10,45.94017,-66.153267,"NB",14
"371","NB033",2015,1030374,10,45.94017,-66.153267,"NB",14
"372","NB031",2013,1051830,9,45.433811,-66.235718,"NB",14
"373","NB042",2010,1077271,10,47.930561,-66.790131,"NB",14
"374","NB025",2005,1030464,10,45.653751,-66.74337,"NB",14
"375","NB042",2006,1077271,10,47.930561,-66.790131,"NB",14
"376","NB042",2007,1077271,10,47.930561,-66.790131,"NB",14
"377","NB027",2015,1051826,10,45.437832,-66.781418,"NB",14
"378","NB027",2003,1074774,10,45.437832,-66.781418,"NB",14
"379","NB032",2002,1077269,10,45.733528,-66.174469,"NB",14
"380","NB025",2013,1030464,10,45.653751,-66.74337,"NB",14
"381","NB033",2009,1030374,10,45.94017,-66.153267,"NB",14
"382","NB028",2008,1051827,9,45.17017,-66.920609,"NB",14
"383","NB033",2016,1030374,10,45.94017,-66.153267,"NB",14
"384","NB025",2007,1030464,10,45.653751,-66.74337,"NB",14
"385","NB043",2013,1051811,9,47.945751,-66.409889,"NB",14
"386","NB033",2002,1074911,10,45.94017,-66.153267,"NB",14
"387","NB036",2004,1051832,10,46.868752,-66.026222,"NB",14
"388","NB043",2003,1077268,8,47.945751,-66.409889,"NB",14
"389","NB029",2005,1077305,9,44.795071,-66.784279,"NB",14
"390","NB025",2003,1030464,10,45.653751,-66.74337,"NB",14
"391","NB030",2016,1051830,10,45.502789,-66.049187,"NB",14
"392","NB043",2006,1077268,9,47.945751,-66.409889,"NB",14
"393","NB036",2014,1051832,10,46.868752,-66.026222,"NB",14
"394","NB036",2012,1051832,10,46.868752,-66.026222,"NB",14
"395","NB044",2001,1074801,9,47.60894,-65.60253,"NB",14
"396","NB035",2007,1077266,10,46.480499,-66.05899,"NB",14
"397","NB030",2007,1075212,10,45.502789,-66.049187,"NB",14
"398","NB030",2002,1077260,10,45.502789,-66.049187,"NB",14
"399","NB044",2008,1077303,6,47.60894,-65.60253,"NB",14
"400","NB026",2001,1074825,10,45.750542,-66.915161,"NB",14
"401","NB026",2015,1074876,8,45.750542,-66.915161,"NB",14
"402","NB030",2006,1077260,10,45.502789,-66.049187,"NB",14
"403","NB026",2005,1077301,10,45.750542,-66.915161,"NB",14
"404","NB030",2001,1077260,10,45.502789,-66.049187,"NB",14
"405","NB027",2005,1051826,10,45.437832,-66.781418,"NB",14
"406","NB027",2009,1051826,10,45.437832,-66.781418,"NB",14
"407","NB027",2013,1051826,10,45.437832,-66.781418,"NB",14
"408","NB031",2003,1030067,9,45.433811,-66.235718,"NB",14
"409","NB035",2013,1077266,10,46.480499,-66.05899,"NB",14
"410","NB035",2004,1077266,9,46.480499,-66.05899,"NB",14
"411","NB046",2013,1030405,10,47.003391,-65.729599,"NB",14
"412","NB027",2008,1051826,10,45.437832,-66.781418,"NB",14
"413","NB036",2011,1051832,10,46.868752,-66.026222,"NB",14
"414","NB038",2001,1074810,10,47.00177,-66.272743,"NB",14
"415","NB027",2016,1051826,10,45.437832,-66.781418,"NB",14
"416","NB036",2016,1051832,10,46.868752,-66.026222,"NB",14
"417","NB032",2001,1077269,10,45.733528,-66.174469,"NB",14
"418","NB028",2012,1051827,9,45.17017,-66.920609,"NB",14
"419","NB037",2006,1051818,10,46.82272,-66.113564,"NB",14
"420","NB046",2003,1074791,10,47.003391,-65.729599,"NB",14
"421","NB028",2010,1051827,10,45.17017,-66.920609,"NB",14
