SpeciesCode,,id,alph,alph_ll,alph_ul,alph_iw,tau,tau_ll,tau_ul,tau_iw,tau_sig,prov,grid_id,number_routes
BARR,62,62,1.358058839,0.633960691,2.699908921,2.06594823,2.387383162,-1.96973465,7.662437745,9.632172395,0,NB,99,1
BARR,63,63,1.598615033,0.798710443,3.175953761,2.377243318,-1.660151446,-6.351871307,2.413167511,8.765038818,0,NB,100,1
BARR,64,64,2.060133476,1.115550927,3.796156164,2.680605236,2.327645983,-1.520580084,6.49288849,8.013468574,0,NB,101,4
BARR,65,65,2.56142797,1.470874075,4.524224384,3.053350309,1.308883418,-2.328616698,5.092201054,7.420817752,0,NB,102,2
BARR,66,66,1.835786414,0.911626043,3.571056092,2.659430049,1.855203122,-2.373967557,6.617535055,8.991502613,0,NB,103,1
BARR,67,67,0.844852417,0.323032311,1.995560794,1.672528483,4.073958536,-1.489874247,11.19039067,12.68026491,0,NB,109,1
BARR,68,68,2.71521644,1.476214549,5.159052516,3.682837967,1.851607597,-1.889670857,5.952038975,7.841709832,0,NS,114,1
BARR,69,69,1.090949738,0.540726503,2.081522063,1.540795561,0.890820734,-3.355904058,5.295245731,8.651149788,0,NS,115,2
BARR,70,70,2.69530696,1.521463763,4.918495836,3.397032073,1.632348566,-2.225935435,5.890738821,8.116674257,0,NS,130,1
BARR,71,71,1.787926903,1.288714186,2.473983272,1.185269086,0.614039578,-2.149221439,3.436607513,5.585828952,0,NS,131,14
BARR,72,72,2.256487316,1.479848831,3.430020422,1.950171591,2.005464224,-1.3898226,5.640672893,7.030495493,0,NS,133,8
BARR,73,73,2.123985405,1.171048039,3.84354504,2.672497002,2.943191145,-2.533306603,9.212228261,11.74553486,0,NS,134,3
BARR,74,74,1.987253845,1.249115014,3.125899207,1.876784193,-1.569472595,-5.016112187,1.668846941,6.684959128,0,NS,137,6
BARR,75,75,1.353921325,0.847116072,2.148320775,1.301204703,5.139440955,0.532909957,10.73234386,10.1994339,0,NS,138,7
BARR,76,76,2.206283755,1.305168975,3.710770036,2.405601061,1.780528596,-2.340726148,6.503835267,8.844561415,0,NS,139,1
BARR,77,77,1.731360806,0.951249198,3.048348522,2.097099324,2.982391189,-1.22336502,8.298585946,9.521950966,0,NS,143,2
BARR,78,78,2.211394197,1.099865622,4.570463427,3.470597805,0.521473071,-4.330917654,5.459381653,9.790299307,0,NS,164,1
BARR,79,79,1.878563924,0.89232844,3.798894625,2.906566185,1.712455945,-2.708111025,6.884448994,9.592560018,0,NS,165,1
BARR,80,80,2.830327743,1.440111239,5.938632518,4.49852128,0.337099011,-4.635051583,5.372848686,10.00790027,0,NS,166,1
BARR,81,81,5.260763742,2.217944492,12.57137919,10.3534347,-1.119407598,-8.094283966,6.08107246,14.17535643,0,NS,173,1
BARR,82,82,4.008336211,2.078943795,7.831920309,5.752976515,2.149587649,-2.776683778,7.484929641,10.26161342,0,NS,175,1
BARR,83,83,5.364279876,2.968786144,9.749611739,6.780825595,-1.202261347,-5.461197259,3.10391542,8.565112679,0,NS,176,2
BARR,84,84,4.308015335,2.293189597,8.397653113,6.104463516,1.311542387,-2.669553356,5.528302957,8.197856313,0,NS,177,1
BARR,85,85,3.319802533,1.829602363,6.118507398,4.288905035,0.676170968,-3.28627097,4.859259965,8.145530935,0,NS,178,2
BARR,86,86,3.641488611,2.047668726,6.645361048,4.597692323,0.342256575,-3.541067118,4.266775067,7.807842186,0,NS,182,1
BARR,87,87,2.816190774,1.67142847,4.781792252,3.110363782,-0.506807963,-4.432600818,3.368522445,7.801123263,0,NS,185,2
BARR,88,88,3.418913769,1.892735664,6.383009328,4.490273664,-0.573214313,-4.955868486,3.579432944,8.53530143,0,NS,186,1
BARR,89,89,2.337574942,1.360760879,4.002963088,2.642202209,1.270513285,-2.340821374,5.221032183,7.561853557,0,NS,190,2
